"apcp_sf1_1","apcp_sf2_1","apcp_sf3_1","apcp_sf4_1","apcp_sf5_1","dlwrf_s1_1","dlwrf_s2_1","dlwrf_s3_1","dlwrf_s4_1","dlwrf_s5_1","dswrf_s1_1","dswrf_s2_1","dswrf_s3_1","dswrf_s4_1","dswrf_s5_1","pres_ms1_1","pres_ms2_1","pres_ms3_1","pres_ms4_1","pres_ms5_1","pwat_ea1_1","pwat_ea2_1","pwat_ea3_1","pwat_ea4_1","pwat_ea5_1","spfh_2m1_1","spfh_2m2_1","spfh_2m3_1","spfh_2m4_1","spfh_2m5_1","tcdc_ea1_1","tcdc_ea2_1","tcdc_ea3_1","tcdc_ea4_1","tcdc_ea5_1","tcolc_e1_1","tcolc_e2_1","tcolc_e3_1","tcolc_e4_1","tcolc_e5_1","tmax_2m1_1","tmax_2m2_1","tmax_2m3_1","tmax_2m4_1","tmax_2m5_1","tmin_2m1_1","tmin_2m2_1","tmin_2m3_1","tmin_2m4_1","tmin_2m5_1","tmp_2m_1_1","tmp_2m_2_1","tmp_2m_3_1","tmp_2m_4_1","tmp_2m_5_1","tmp_sfc1_1","tmp_sfc2_1","tmp_sfc3_1","tmp_sfc4_1","tmp_sfc5_1","ulwrf_s1_1","ulwrf_s2_1","ulwrf_s3_1","ulwrf_s4_1","ulwrf_s5_1","ulwrf_t1_1","ulwrf_t2_1","ulwrf_t3_1","ulwrf_t4_1","ulwrf_t5_1","uswrf_s1_1","uswrf_s2_1","uswrf_s3_1","uswrf_s4_1","uswrf_s5_1","salida"
"red","low","low",0.00272727266631343,NA,"medium",270.203849098899,"medium","medium",269.677490234375,NA,29.0909090909091,NA,479.090909090909,"blue","medium","medium","medium","medium",102434.399857955,12.827352697199,11.7831770290028,"red",8.87130763313987,7.94823585857045,0.00496365426277572,0.00473459479822354,0.00486636365001852,0.00483545457774943,"low",0.0272727273404598,"low","low",0,0.000909090888771144,"low",0.0342454546215859,"low","low","low","medium",277.714477539062,"medium",282.707347523082,"medium","medium","medium","medium",280.560244473544,"medium","medium",0,"medium","medium","medium",276.804529363459,NA,284.30215176669,"medium",276.610526344993,0,"blue","medium","medium","medium",230.530607743697,"medium",237.617717396129,"high","high",NA,"low",26.7272727272727,"low","low",7137000
"red","low","low",0,NA,"low",247.803462635387,"low","low",271.26435435902,0,30,220,539.090909090909,"blue","medium","medium","medium","medium",101946.278409091,8.0425539450212,8.57088461789218,"red",9.44493536515669,9.9102823084051,0.00414727272635156,0.00482727273960005,NA,0.00497545462779023,"low",0.0181818177754229,"low","low",0.00272727266631343,0.0254545453935862,"low",0.00744545438051732,"low","low","low","medium",277.83329634233,"medium",285.112862326882,"medium","medium","medium","medium",282.797621293501,"medium","medium",0,"medium","medium","medium",272.910908092152,277.76420731978,290.617825594815,"medium",277.088348388672,0,"blue","medium","medium","medium",231.275498823686,"medium",231.092834472656,"high","medium",NA,"low",48.3636363636364,"low","low",7371000
"red","low","low",0,NA,"low",248.462753295898,"medium","low",266.215753728693,0,30,NA,540,NA,"medium","medium","medium","medium",102003.779119318,7.65482967550104,8.86708953163841,"red",9.4105995351618,NA,0.00400235201232135,0.00354144320061261,NA,0.00351636734029109,"low",0.012727272442796,"low","low",0,0,"low",0.0521454546515915,"low","low","low","medium",277.167979847301,"medium",286.859363902699,"medium","medium","medium","medium",284.653994473544,"medium","medium",0,"medium","medium","medium",273.939761075107,277.339904785156,NA,"medium",279.780706232244,NA,NA,"medium","medium","medium",239.698407259854,"medium",225.915850552646,"medium","medium",NA,"low",45.4545454545455,"low","low",12510600
"red","low","low",0,NA,"low",242.571301546964,"low","low",256.540696577592,0,30,NA,545.454545454545,"blue","medium","medium","medium","medium",102389.866477273,9.9312406019731,8.78535894914107,"red",10.1137756000866,10.0826952674172,0.00320727272297848,0.0031381818592887,NA,0.00323329872282391,"low",0,"low","low",0,0,"low",NA,"low","low","low","medium",277.681926380504,"medium",283.77211969549,"medium","medium","medium","medium",282.582505659624,"medium","medium",0,"medium","medium","medium",272.977453058416,277.677867542614,287.70825472745,"medium",276.311232133345,0,"blue","medium","medium","medium",236.537435358221,"medium",241.971031882546,"high","medium",0,"low",50.2727272727273,"low","low",12552000
"red","low","low",0,NA,"low",214.756387883967,"low","low",226.996917724609,0,40,NA,550,"blue","high","high","high","high",103012.470170455,8.73158480904319,8.2873025373979,NA,8.16639986905185,8.21264210614291,0.00147342782425271,0.00122003618162125,NA,0.00141204634300348,"low",0,"low","low",0.00363636355508458,0.00181818177754229,"low",0.000736363640912301,"low","low","low","low",267.629649769176,"low",273.718084161932,"low","low","medium","medium",271.679177024148,"low","low",NA,"low","low","low",267.892211914062,NA,278.122228449041,"low",269.747877641158,NA,"red","low","low","low",231.01609247381,"medium",232.326427112926,"medium","medium",NA,"low",51,"low","low",11997300
"red","low","low",1.85999998721209,NA,"medium",310.729861172763,"medium","medium",332.621385054155,0,7.27272727272727,45.4545454545455,69.0909090909091,"red","medium","medium","medium","medium",101381.331676136,17.4145420247858,19.2681654149836,"red",20.8754470131614,NA,0.00287316661243412,0.00335058595307849,NA,0.00512641596353867,"low",0.395454542203383,"low","low",0.720909091559323,0.666363640265031,"low",0.338945453817194,"low","medium","medium","medium",273.294860839844,"medium",278.202656139027,"medium","medium","medium","medium",276.156136252663,"medium","medium",0,"medium","medium","medium",272.672884854403,NA,276.482535622337,"low",276.475721879439,0,"blue","low","low","low",177.136095913974,"medium",198.874550559304,"medium","low",NA,"low",10.6363636363636,"low","low",1339800
"red","low","low",0,NA,"low",200.990091497248,"low","low",218.604066328569,0,40,NA,567.272727272727,"blue","medium","high","high","high",102941.173295455,4.99136972427368,4.81911425157027,"red",7.60438446565108,7.79995168339122,0.0017194457733157,0.001389813747003,NA,0.00150888070294803,"low",0.00181818177754229,"low","low",0.00181818177754229,0.000909090888771144,"low",0.000863636372907256,"low","low","low","medium",266.835599032315,"low",271.860542990945,"low","low","low","low",NA,"low","low",0,"low","low","low",266.867531516335,NA,NA,"low",268.323256059126,0,"red","low","low","low",212.76242759011,"medium",227.339795199308,"medium","medium",0,"low",56,"low","low",13021200
"red","low","low",0,NA,"low",199.272727272727,"low","low",210.834879094904,0,40,NA,560,"blue","high","high","high","high",103632.971590909,7.82466862418435,7.63474624807184,"red",7.5406081459739,7.50976839932528,0.00100636364235966,0.000953636359719729,NA,0.000904545452530411,"low",0.00272727266631343,"low","low",0,0,"low",0.000363636368340601,"low","low","low","low",262.907775878906,"low",268.629125421697,"low","low","low","low",266.536049582741,"low","low",0,"low","low","low",263.287445068359,265.336467396129,274.078532825817,"low",265.951868230646,NA,"red","low","low","low",219.019643610174,"medium",221.025136774237,"medium","medium",0,"low",52,"low","low",13042200
"red","low","low",0,NA,"low",213.195007324219,"low","low",241.052404230291,0,40,NA,570,"blue","high","high","medium","medium",102372.019886364,8.14299674467607,8.17371429096569,"red",8.89204935594038,9.29362323067405,0.00155999999366362,0.00165090907830745,NA,0.00242800479331477,"low",0,"low","low",0,0,"low",0.000109090908319393,"low","low","low","low",267.479092684659,"low",277.874397971413,"low","low","low","low",NA,"low","low",0,"low","low","low",264.91333285245,268.380484841087,278.865719881925,"low",271.969585071911,0,"red","low","low","low",229.073136763139,"medium",234.375907204368,"medium","medium",0,"low",52,"low","low",8217000
"red","low","low",0.00999999994581396,NA,"medium",278.104589288885,"medium","medium",266.261649391868,0,26.3636363636364,NA,424.545454545455,"blue","high","high","high","high",103690.673295455,10.8088436126709,10.4448924498125,"red",10.5443747260354,NA,0.00349368038587272,0.00322578525678678,NA,0.002754730257121,"low",0.0836363632909276,"low","low",0.019090908664194,0.00454545444385572,"low",0.0383727275237272,"low","low","low","medium",273.177798184482,"low",277.26821344549,"low","medium","medium","medium",276.03872125799,"low","medium",0,"low","low","low",271.802970192649,273.693925337358,NA,"low",271.690768155185,0,"blue","low","low","low",244.334045410156,"medium",246.21171985973,"medium","medium",NA,"low",37.0909090909091,"low","low",4757700
"red","low","low",0,NA,"low",248.946239124645,"medium","medium",281.243277809837,0,33.6363636363636,NA,469.090909090909,"blue","high","high","high","high",103412.144886364,13.2557531703602,13.2389268875122,NA,13.4457571723244,14.0868318731135,0.00283969663591547,0.00295763661746274,NA,0.00354396966709332,"low",0.0118181815540249,"low","low",0.0172727268866517,0.0290909089486707,"low",NA,"low","low","low","medium",272.011871337891,"medium",279.650734641335,"medium","medium","medium","medium",277.112820712003,"medium","medium",0,"medium","medium","medium",269.160552978516,273.992756236683,283.900895552202,"medium",274.965676047585,0,NA,"low","low","low",235.972577181729,"medium",242.068639581854,"medium","medium",0,"low",41.6363636363636,"low","low",10822800
"red","low","low",0.0154545452784408,NA,"medium",308.242265181108,"medium","medium",297.218036998402,0,10.9090909090909,NA,493.636363636364,"blue","high","high","high","high",102592.544744318,22.9296370419589,23.1472185308283,"blue",20.7724406502464,20.9160992015492,0.00430466823110526,0.00456457877192985,NA,0.00598251967775551,"low",0.264545455913652,"low","low",0.00909090888771144,0.00727272711016915,"low",NA,"low","low","low","medium",276.779457785866,"medium",285.242678555575,"medium","medium","medium","medium",281.256766579368,"medium","medium",NA,"medium","medium","medium",274.739687832919,276.866521661932,283.947526411577,"medium",280.084422718395,0,"blue","medium","medium","medium",168.40281122381,"low",172.029964100231,"medium","medium",0,"low",16.9090909090909,"low","low",2764800
"red","low","low",0,NA,"medium",312.409570867365,"medium","medium",288.77934403853,0,20,NA,546.363636363636,"blue","medium","medium","medium","medium",101949.522017045,13.0370953299782,10.7636810649525,"red",NA,10.6619283502752,0.00532883007756688,0.0054302036084912,NA,0.00645095905797048,"low",0.0527272729033774,"low","low",0.0136363633315672,0.000909090888771144,"low",0.0512545461004431,"low","low","low","medium",279.519639448686,"medium",287.598754882812,"medium","medium","medium","medium",NA,"medium","medium",0,"medium","medium","medium",278.247744473544,279.968533602628,287.490755948153,"medium",281.207378040661,0,"blue","medium","medium","medium",254.974739768288,"high",261.317341197621,"high","high",0,"low",27.0909090909091,"low","low",2339100
"red","low","low",0.0827272724021565,NA,"medium",346.311032381925,"high","medium",364.391820734197,0,14.5454545454545,NA,269.090909090909,"red","medium","medium","medium","medium",101351.661931818,14.7150703776966,17.193227074363,"blue",20.7731805281206,NA,0.00705133590169928,0.00729055596854199,NA,0.00859452546997504,"medium",0.0981818173419346,"low","low",0.14272727207704,0.117272727191448,"low",NA,"low","low","low","medium",283.313631924716,"medium",288.670920632102,"medium","medium","medium","medium",NA,"medium","medium",0,"medium","medium","medium",281.874894575639,283.275201970881,288.352625066584,"medium",286.098516290838,0,"blue","medium","medium","medium",255.608170942827,"medium",241.928726196289,"medium","medium",0,"low",17.0909090909091,"low","low",2096700
"red","low","low",0,NA,"medium",276.799668745561,"medium","medium",309.073952414773,0,40,NA,542.727272727273,"blue","medium","medium","medium","medium",101417.186079545,11.263636415655,9.22727272727273,"red",10.0474854382602,13.2478090633046,0.00772636366838759,0.00636325873942538,NA,0.00581413879990578,"low",0.00363636355508458,"low","low",0.0727272724563425,0.0500000000677326,"low",NA,"low","low","low","medium",283.655831076882,"medium",291.058022238991,"medium","medium","medium","medium",288.570548317649,"medium","medium",0,"medium","medium","medium",282.609757856889,283.78633256392,295.248188365589,"medium",284.16860407049,0,"blue","medium","medium","medium",265.985776034268,"high",261.351119995117,"medium","medium",0,"low",NA,"low","low",8621700
"red","low","low",0,NA,"high",361.00580666282,"medium","medium",294.878540039062,0,24.5454545454545,NA,499.090909090909,"blue","low","low","low","low",100555.803977273,22.5843124389648,12.682579387318,"red",5.30189527164806,6.23765364560214,0.0101960945705121,0.00986130586401983,NA,0.00246105679649521,"low",0.339090913534164,"low","low",0.109999998726628,0.0727272736416622,"low",0.0690818171609532,"low","low","low","medium",287.924191561612,"medium",290.185901988636,"medium","high","high","high",289.774436257102,"medium","high",0,"medium","medium","medium",286.782251531428,287.715590043501,NA,"medium",284.674646550959,NA,"blue","medium","medium","medium",256.88168889826,"high",234.916416515004,"low","low",0,"low",39.8181818181818,"low","low",8104500
"red","low","low",0.00727272711016915,NA,"low",259.757548939098,"medium","medium",264.523015802557,0,30,NA,420,"blue","medium","medium","medium","medium",101230.6328125,7.60479424216531,9.13494066758589,"red",7.44577832655473,6.49764862927524,0.00224187057888643,0.00251245680688457,NA,0.00270515009337528,"low",0.0818181816827167,"low","low",0.0145454543896697,0.00181818177754229,"low",NA,"low","low","low","medium",275.313032670455,"medium",280.93252286044,"medium","medium","medium","medium",NA,"medium","medium",NA,"medium","medium","medium",274.564469770952,NA,282.940662730824,"medium",276.9968289462,NA,"blue","medium","medium","medium",226.510437011719,"low",161.587094393643,"low","medium",0,"low",27.1818181818182,"low","low",8913000
"red","low","low",0,NA,"low",219.221497969194,"low","low",253.079358187589,0,39.0909090909091,NA,531.818181818182,"blue","medium","medium","medium","medium",102153.372159091,6.28867010636763,6.59055688164451,"red",6.60972868312489,6.48442853580822,0.0021319057030434,0.00225918071175163,NA,0.00247521975755014,"low",0,"low","low",0.0627272723411972,0.0236363631080497,"low",0.0214363637496717,"low","low","low","low",271.792105934837,"medium",278.642195268111,"medium","medium","medium","medium",276.651331121271,"medium","medium",0,"medium","medium","medium",269.689808238636,273.065892999822,282.160858154297,"medium",273.286562832919,0,"red","low","low","low",236.123994307085,"medium",211.791255604137,"low","low",0,"low",49,"low","low",13680900
"red","low","low",0.00363636355508458,NA,"low",269.274305863814,"medium","medium",275.820515025746,0,20,NA,425.454545454545,"blue","medium","medium","medium","medium",102112.8828125,8.24735251339999,8.44800532947887,NA,8.42196373506026,NA,0.00229602368463847,0.00240088491277261,NA,0.00280425026589497,"low",0.397272727706216,"low","low",0.162727272138,0.024545454504815,"low",0.356372727589174,"low","low","low","medium",273.522441517223,"medium",279.276558615945,"medium","medium","medium","medium",277.31215875799,"low","medium",0,"medium","medium","low",271.27939120206,274.537017822266,283.160860928622,"medium",272.858767422763,0,"blue","low","low","low",204.892852783203,"low",156.109112826261,"low","medium",0,"low",23.9090909090909,"low","low",5018100
"red","low","low",0.321818180043589,NA,"low",232.124522816051,"low","medium",285.818536931818,NA,37.2727272727273,NA,354.545454545455,"red","medium","medium","high","high",102975.458806818,8.40422743017023,8.2469277381897,"red",8.14331691915339,NA,0.00276893726550043,0.00228057968938215,NA,0.00225011426532133,"low",0.0154545451091094,"low","low",0.459090904756026,0.298181823708794,"low",0.105790908702395,"low","low","low","medium",271.752427534624,"low",275.977727716619,"low","medium","medium","medium",275.077506325462,"low","medium",NA,"low","low","low",269.577667236328,273.346685236151,281.065138383345,"low",272.549910111861,0,"red","low","low","low",221.401630748402,"medium",199.55403137207,"low","low",NA,"low",39.8181818181818,"low","low",7685700
"red","low","low",0,NA,"low",193.63808926669,"low","low",209.047500610352,NA,46.3636363636364,NA,620.909090909091,"blue","high","high","high","high",103238.361505682,4.31575003537265,3.37360362573103,"red",NA,3.66433035243641,0.00126981280151416,0.0010919772003862,NA,0.00114223952616819,"low",0.00909090888771144,"low","low",0.00636363622139801,0.000909090888771144,"low",0.0208818178137087,"low","low","low","low",265.200739080256,"low",273.433943314986,"low","low","low","low",270.806610107422,"low","low",0,"low","low","low",264.834239612926,267.892148104581,278.192507657138,"low",266.43315818093,0,"red","low","low","low",209.92941977761,"medium",213.35698630593,"medium","medium",0,"low",61.8181818181818,"low","low",14958000
"red","low","low",0,NA,"low",194.012675892223,"low","low",235.151572487571,0,50,NA,621.818181818182,"blue","high","high","high","high",102556.1171875,3.11545304818587,3.16860769011758,"red",NA,NA,0.00146636362610893,0.0014091910879043,NA,0.00193044631106948,"low",0,"low","low",0.0118181817233562,0.0281818177212368,"low",0.00527272733267058,"low","low","low","low",269.012850674716,"medium",278.383797385476,"medium","low","low","low",276.391576593572,"low","low",0,"medium","medium","low",265.345131613991,270.659337824041,281.949221524325,"medium",272.605934836648,0,"red","low","low","low",223.934367786754,"medium",223.546585083008,"medium","medium",0,"low",60.9090909090909,"low","low",14129400
"red","low","low",0,NA,"low",202.769165039062,"low","low",237.787941672585,0,50,NA,637.272727272727,"blue","high","medium","medium","medium",102206.769886364,3.45188791101629,4.22446185892279,"red",4.86258961937644,4.49415688081221,0.00166225603739308,0.00158351805823093,NA,NA,"low",0,"low","low",0.0109090906652537,0.0109090906652537,"low",0.00191818181933327,"low","low","low","low",271.060818758878,"medium",281.513510964134,"medium","low","medium","medium",278.430988658558,"medium","low",0,"medium","medium","medium",266.007901278409,NA,283.493288907138,"medium",273.943278919567,NA,"red","low","medium","low",227.934942072088,"medium",231.877674449574,"medium","medium",0,"low",60,"low","low",15336000
"red","low","low",0,NA,"low",249.386255437678,"medium","low",258.582386363636,0,39.0909090909091,NA,617.272727272727,"blue","medium","medium","medium","medium",101627.341619318,6.40833390842785,7.60915266383778,"red",8.56624087420377,NA,0.00230818578380753,0.00234596581536938,NA,0.00307111511938274,"low",0.0654545460234989,"low","low",0.000909090888771144,0.011818182062019,"low",0.0778454538773407,"low","low","low","medium",275.239465886896,"medium",283.94633622603,"medium","medium","medium","medium",281.456631747159,"medium","medium",0,"medium","medium","medium",270.879369562322,NA,NA,"medium",278.555125843395,0,"blue","medium","medium","medium",208.571468006481,"medium",197.960460316051,"medium","medium",0,"low",46.4545454545455,"low","low",14637000
"red","low","low",0,NA,"medium",253.372969193892,"low","low",271.329376220703,NA,48.1818181818182,NA,615.454545454545,"blue","medium","medium","medium","medium",101672.296875,11.1041423624212,10.6324455087835,"red",NA,NA,0.0042289628604935,0.00354057937775823,NA,0.00406384275464172,"low",0.0381818180057135,"low","low",0.0427272721109065,0.0327272721650926,"low",0.0121909088709138,"low","low","low","medium",277.373238303445,"medium",282.734161376953,"medium","medium","medium","medium",280.430836070668,"medium","medium",0,"medium","medium","medium",276.206065784801,277.18842385032,286.446791215376,"medium",277.555522571911,0,"blue","medium","medium","medium",185.628807761452,"medium",221.807373046875,"medium","medium",0,"low",54.4545454545455,"low","low",9180300
"red","low","low",0,NA,"medium",248.919769287109,"low","low",256.634804465554,NA,50,NA,637.272727272727,"blue","medium","medium","medium","medium",101923.5625,11.6780516017567,10.5546752756292,"red",8.17617264660922,7.32350540161133,0.00413308715955778,0.00413148045878519,0.00377074239606207,0.00344587352380834,"low",0,"low","low",0.000909090888771144,0,"low",0.0039909090926151,"low","low","low","medium",276.373504638672,"medium",283.279871160334,"medium","medium","medium","medium",281.368330522017,"medium","medium",0,"medium","medium","medium",274.923309326172,277.435865922408,286.889939741655,"medium",276.728779185902,0,"blue","medium","medium","medium",217.460949984464,"medium",247.388287630948,"medium","medium",0,"low",57,"low","low",14769900
"red","low","low",0,NA,"low",242.754042191939,"low","low",270.972309459339,0,60,NA,650,"blue","medium","medium","medium","medium",101587.842329545,8.107769315893,6.74877504868941,"red",NA,NA,0.00396923970600421,0.00382124977609651,NA,0.00386054498482157,"low",0,"low","low",0,0,"low",NA,"low","low","low","medium",278.121820623224,"medium",288.420227050781,"medium","medium","medium","medium",285.177143443714,"medium","medium",0,"medium","medium","medium",274.020826859908,278.691733620384,290.781563498757,"medium",279.845625443892,0,"blue","medium","medium","medium",247.589567704634,"high",251.637643987482,"high","high",0,"low",60.7272727272727,"low","low",14970900
